IT_NO ID WAGE_OFFER NO_EMPLOYEES EMPLOYEES_NEEDED SALES INVENTORY PRODUCTION_CURRENT PRODUCTION_PLAN UNIT_GOODS_PRICE
2301 10 5.190026 33 33 42303 14680 33000 29700 0.005756
2301 14 5.190026 30 30 36591 12229 30000 27000 0.005789
2301 5 5.190864 32 32 39917 8400 32000 28800 0.005780
2301 7 5.182752 31 31 35589 0 31000 32629 0.005807
2301 11 5.191112 34 34 37782 4755 34000 30600 0.005791
2301 8 5.190864 32 32 38240 6419 32000 28800 0.005775
2321 8 5.190864 29 29 38419 0 29000 31652 0.005783
2321 11 5.191112 31 31 38755 0 31000 33326 0.005800
2321 14 5.190026 27 27 42229 0 27000 30890 0.005801
2321 10 5.190026 30 30 43378 4302 30000 32245 0.005762
2321 12 5.190026 30 30 42789 12098 30000 31348 0.005806
2321 13 5.185543 31 31 35242 0 31000 32553 0.005807
2321 6 5.185543 36 36 35000 0 36000 36500 0.005778
2321 7 5.185543 33 33 31000 0 33000 33220 0.005803
2321 4 5.185543 32 32 31114 0 32000 32445 0.005785
2321 15 5.185543 31 31 34606 0 31000 32413 0.005775
2321 9 5.185543 32 32 31000 0 32000 32420 0.005789
2321 5 5.190864 29 29 40400 0 29000 32088 0.005789
2341 8 5.185297 32 32 29000 0 32000 28800 0.005770
2341 11 5.185297 34 34 31000 0 34000 34020 0.005785
2341 10 5.185297 33 33 34302 0 33000 33946 0.005753
2341 13 5.185297 33 33 31000 0 33000 33220 0.005800
2341 7 5.185297 34 34 33000 0 34000 34460 0.005800
2341 4 5.185297 33 33 32000 0 33000 33440 0.005782
2341 15 5.185297 33 33 31000 0 33000 33220 0.005771
2341 9 5.185297 33 33 32000 0 33000 33440 0.005786
2341 5 5.185297 33 33 29000 0 33000 29700 0.005774
2341 6 5.185297 37 37 36000 0 37000 37520 0.005776
2341 12 5.185297 32 32 42098 0 32000 34861 0.005798
2341 14 5.185297 31 31 27000 0 31000 27900 0.005784
2361 14 5.185297 28 28 31000 0 28000 29220 0.005793
2361 5 5.185297 30 30 33000 0 30000 31260 0.005781
2361 8 5.185297 29 29 32000 0 29000 30240 0.005776
2361 11 5.192031 35 35 34000 0 35000 35480 0.005790
2361 10 5.192031 34 34 33000 0 34000 34460 0.005759
2361 13 5.192031 34 34 33000 0 34000 34460 0.005805
2361 7 5.192031 35 35 34000 0 35000 35480 0.005805
2361 4 5.192031 34 34 33000 0 34000 34460 0.005787
2361 15 5.192031 34 34 33000 0 34000 34460 0.005776
2361 9 5.192031 34 34 33000 0 34000 34460 0.005791
2361 6 5.192031 38 38 37000 0 38000 38540 0.005782
2361 12 5.192031 35 35 32000 0 35000 35040 0.005797
2381 5 5.195842 32 32 30000 0 32000 32200 0.005787
2381 11 5.195842 36 36 35000 0 36000 36500 0.005792
2381 10 5.195842 35 35 34000 0 35000 35480 0.005762
2381 13 5.195842 35 35 34000 0 35000 35480 0.005806
2381 7 5.195842 36 36 35000 0 36000 36500 0.005806
2381 4 5.195842 35 35 34000 0 35000 35480 0.005789
2381 15 5.195842 35 35 34000 0 35000 35480 0.005778
2381 9 5.195842 35 35 34000 0 35000 35480 0.005793
2381 12 5.195842 36 36 35000 0 36000 36500 0.005799
2381 6 5.195842 39 39 38000 0 39000 39560 0.005784
2381 8 5.195842 31 31 29000 0 31000 31180 0.005783
2381 14 5.195842 30 30 28000 0 30000 30160 0.005799
2401 5 5.196877 33 33 32000 0 33000 33440 0.005786
2401 11 5.196877 37 37 36000 0 37000 37520 0.005791
2401 10 5.196877 36 36 35000 0 36000 36500 0.005761
2401 13 5.196877 36 36 35000 0 36000 36500 0.005805
2401 7 5.196877 37 37 36000 0 37000 37520 0.005805
2401 15 5.196877 36 36 35000 0 36000 36500 0.005778
2401 9 5.196877 36 36 35000 0 36000 36500 0.005792
2401 12 5.196877 37 37 36000 0 37000 37520 0.005798
2401 6 5.196877 40 40 39000 0 40000 40580 0.005783
2401 14 5.196877 31 31 30000 0 31000 31400 0.005797
2401 8 5.196877 32 32 31000 0 32000 32420 0.005782
2401 4 5.196877 36 36 35000 0 36000 36500 0.005788
2421 5 5.199490 34 34 33000 0 34000 34460 0.005787
2421 11 5.199490 38 38 37000 0 38000 38540 0.005792
2421 10 5.199490 37 37 36000 0 37000 37520 0.005763
2421 13 5.199490 37 37 36000 0 37000 37520 0.005806
2421 7 5.199490 38 38 37000 0 38000 38540 0.005806
2421 9 5.199490 37 37 36000 0 37000 37520 0.005793
2421 6 5.199490 41 41 40000 0 41000 41600 0.005785
2421 8 5.199490 33 33 32000 0 33000 33440 0.005783
2421 4 5.199490 37 37 36000 0 37000 37520 0.005789
2421 14 5.199490 32 32 31000 0 32000 32420 0.005797
2421 12 5.199490 38 38 37000 0 38000 38540 0.005799
2421 15 5.199490 37 37 36000 0 37000 37520 0.005779
2441 11 5.201252 39 39 38000 0 39000 39560 0.005792
2441 10 5.201252 38 38 37000 0 38000 38540 0.005764
2441 13 5.201252 38 38 37000 0 38000 38540 0.005805
2441 6 5.201252 42 42 41000 0 42000 42620 0.005785
2441 8 5.201252 34 34 33000 0 34000 34460 0.005783
2441 14 5.201252 33 33 32000 0 33000 33440 0.005797
2441 12 5.201252 39 39 38000 0 39000 39560 0.005799
2441 15 5.201252 38 38 37000 0 38000 38540 0.005779
2441 4 5.201252 38 38 37000 0 38000 38540 0.005789
2441 9 5.201252 38 38 37000 0 38000 38540 0.005793
2441 7 5.201252 39 39 38000 0 39000 39560 0.005805
2441 5 5.201252 35 35 34000 0 35000 35480 0.005787
2461 6 5.201692 43 43 42000 0 43000 43640 0.005784
2461 7 5.201692 40 40 39000 0 40000 40580 0.005804
2461 11 5.201692 40 40 39000 0 40000 40580 0.005791
2461 10 5.201692 39 39 38000 0 39000 39560 0.005763
2461 13 5.201692 39 39 38000 0 39000 39560 0.005804
2461 8 5.201692 35 35 34000 0 35000 35480 0.005782
2461 12 5.201692 40 40 39000 0 40000 40580 0.005797
2461 15 5.201692 39 39 38000 0 39000 39560 0.005778
2461 5 5.201692 36 36 35000 0 36000 36500 0.005786
2461 9 5.201692 39 39 38000 0 39000 39560 0.005791
2461 4 5.201692 39 39 38000 0 39000 39560 0.005788
2461 14 5.201692 34 34 33000 0 34000 34460 0.005795
2481 6 5.204001 44 44 37878 5122 44000 39600 0.005785
2481 11 5.204001 41 41 36147 3853 41000 36900 0.005792
2481 10 5.204001 40 40 39000 0 40000 40580 0.005765
2481 13 5.204001 40 40 36309 2691 40000 36000 0.005804
2481 12 5.204001 41 41 37255 2745 41000 36900 0.005798
2481 15 5.204001 40 40 39000 0 40000 40580 0.005779
2481 5 5.204001 37 37 36000 0 37000 37520 0.005787
2481 9 5.204001 40 40 35880 3120 40000 36000 0.005792
2481 4 5.204001 40 40 39000 0 40000 40580 0.005789
2481 14 5.204001 35 35 34000 0 35000 35480 0.005796
2481 8 5.204001 36 36 35000 0 36000 36500 0.005783
2481 7 5.204001 41 41 36279 3721 41000 36900 0.005804
2501 9 5.204001 36 36 37790 5330 36000 32400 0.005799
2501 12 5.204001 37 37 33181 10564 37000 33300 0.005804
2501 13 5.204001 36 36 32782 9909 36000 32400 0.005811
2501 11 5.204001 37 37 37182 7671 37000 33300 0.005798
2501 6 5.204001 40 40 38667 10455 40000 36000 0.005790
2501 5 5.206311 38 38 37000 0 38000 38540 0.005787
2501 8 5.206311 37 37 36000 0 37000 37520 0.005784
2501 14 5.206311 36 36 35000 0 36000 36500 0.005796
2501 4 5.206311 41 41 38975 1025 41000 36900 0.005790
2501 15 5.206311 41 41 35902 4098 41000 36900 0.005781
2501 10 5.206311 41 41 40000 0 41000 41600 0.005766
2501 7 5.204001 37 37 35259 9462 37000 33300 0.005811
2521 7 5.204001 34 34 32458 14004 34000 30600 0.005818
2521 15 5.206311 37 37 35708 9390 37000 33300 0.005785
2521 6 5.204001 36 36 37502 12953 36000 32400 0.005796
2521 11 5.204001 34 34 33127 11544 34000 30600 0.005804
2521 13 5.204001 33 33 36610 9299 33000 29700 0.005819
2521 12 5.204001 34 34 35977 11587 34000 30600 0.005811
2521 5 5.205102 39 39 35584 2416 39000 35100 0.005785
2521 10 5.205102 42 42 38772 2228 42000 37800 0.005764
2521 14 5.205102 37 37 33592 2408 37000 33300 0.005793
2521 8 5.205102 38 38 37000 0 38000 38540 0.005781
2521 9 5.204001 33 33 41330 0 33000 35492 0.005807
2521 4 5.206311 37 37 35969 6056 37000 33300 0.005796
2541 4 5.206311 34 34 37650 5406 34000 30600 0.005802
2541 14 5.205102 34 34 35588 3820 34000 30600 0.005798
2541 10 5.205102 38 38 39106 5122 38000 34200 0.005768
2541 12 5.204001 31 31 34079 11508 31000 27900 0.005819
2541 13 5.204001 30 30 34546 7753 30000 27000 0.005828
2541 11 5.204001 31 31 35215 10329 31000 27900 0.005811
2541 6 5.204001 33 33 37091 11862 33000 29700 0.005803
2541 15 5.206311 34 34 38958 7432 34000 30600 0.005791
2541 9 5.203439 36 36 33000 0 36000 36060 0.005799
2541 8 5.203439 39 39 34908 3092 39000 35100 0.005778
2541 7 5.204001 31 31 36524 11480 31000 27900 0.005827
2541 5 5.205102 36 36 40356 1060 36000 36765 0.005789
2561 8 5.203439 36 36 35791 6301 36000 32400 0.005782
2561 14 5.205102 31 31 36270 1550 31000 31899 0.005806
2561 4 5.206311 31 31 33708 5698 31000 27900 0.005809
2561 5 5.200376 37 37 37060 0 37000 37753 0.005783
2561 9 5.200376 37 37 36000 0 37000 37520 0.005794
2561 10 5.205102 35 35 34310 8812 35000 31500 0.005771
2561 12 5.204001 28 28 40514 1994 28000 30303 0.005831
2561 13 5.204001 27 27 34533 3220 27000 28184 0.005841
2561 11 5.204001 28 28 41329 0 28000 31492 0.005823
2561 6 5.204001 30 30 36284 8578 30000 27000 0.005811
2561 15 5.206311 31 31 32403 9029 31000 27900 0.005796
2561 7 5.204001 28 28 34238 8242 28000 25200 0.005838
2581 15 5.206311 28 28 40029 0 28000 31206 0.005806
2581 6 5.204001 27 27 38578 0 27000 30087 0.005823
2581 13 5.195957 29 29 30220 0 29000 29848 0.005825
2581 7 5.204001 26 26 36242 0 26000 28773 0.005850
2581 10 5.205102 32 32 40654 3158 32000 33415 0.005776
2581 4 5.206311 28 28 36698 0 28000 30473 0.005819
2581 8 5.203439 33 33 40990 1311 33000 34466 0.005787
2581 14 5.195957 32 32 32550 0 32000 32761 0.005793
2581 5 5.195957 38 38 37000 0 38000 38540 0.005776
2581 9 5.195957 38 38 37000 0 38000 38540 0.005787
2581 12 5.195957 31 31 29994 0 31000 31398 0.005813
2581 11 5.195957 32 32 28000 0 32000 28800 0.005802
2601 11 5.195957 29 29 32000 0 29000 30240 0.005811
2601 15 5.205084 32 32 28000 0 32000 28800 0.005794
2601 13 5.205084 30 30 29000 0 30000 30380 0.005832
2601 7 5.205084 29 29 26000 0 29000 26100 0.005839
2601 10 5.205084 34 34 35158 0 34000 34934 0.005773
2601 4 5.205084 31 31 28000 0 31000 27900 0.005809
2601 8 5.205084 35 35 34311 0 35000 35548 0.005786
2601 5 5.205084 39 39 38000 0 39000 39560 0.005785
2601 9 5.205084 39 39 38000 0 39000 39560 0.005795
2601 12 5.205084 32 32 31000 0 32000 32420 0.005820
2601 14 5.205084 33 33 32000 0 33000 33440 0.005801
2601 6 5.205084 31 31 27000 0 31000 27900 0.005812
2621 6 5.205084 28 28 31000 0 28000 29220 0.005821
2621 7 5.205084 27 27 29000 0 27000 27980 0.005847
2621 15 5.205084 29 29 32000 0 29000 30240 0.005801
2621 11 5.205689 31 31 29000 0 31000 31180 0.005816
2621 13 5.205689 31 31 30000 0 31000 31400 0.005829
2621 10 5.205689 35 35 34000 0 35000 35480 0.005772
2621 8 5.205689 36 36 35000 0 36000 36500 0.005785
2621 9 5.205689 40 40 39000 0 40000 40580 0.005794
2621 12 5.205689 33 33 32000 0 33000 33440 0.005818
2621 14 5.205689 34 34 33000 0 34000 34460 0.005800
2621 5 5.205689 40 40 39000 0 40000 40580 0.005784
2621 4 5.205084 28 28 31000 0 28000 29220 0.005818
2641 15 5.207219 31 31 29000 0 31000 31180 0.005799
2641 6 5.207219 30 30 28000 0 30000 30160 0.005817
2641 7 5.207219 28 28 27000 0 28000 28340 0.005845
2641 13 5.207219 32 32 31000 0 32000 32420 0.005827
2641 10 5.207219 36 36 35000 0 36000 36500 0.005773
2641 8 5.207219 37 37 36000 0 37000 37520 0.005785
2641 9 5.207219 41 41 40000 0 41000 41600 0.005794
2641 12 5.207219 34 34 33000 0 34000 34460 0.005817
2641 14 5.207219 35 35 34000 0 35000 35480 0.005799
2641 4 5.207219 30 30 28000 0 30000 30160 0.005814
2641 5 5.207219 41 41 40000 0 41000 41600 0.005784
2641 11 5.207219 32 32 31000 0 32000 32420 0.005814
2661 15 5.216219 32 32 31000 0 32000 32420 0.005807
2661 6 5.216219 31 31 30000 0 31000 31400 0.005824
2661 7 5.216219 29 29 28000 0 29000 29360 0.005851
2661 8 5.216219 38 38 37000 0 38000 38540 0.005793
2661 9 5.216219 42 42 41000 0 42000 42620 0.005803
2661 12 5.216219 35 35 34000 0 35000 35480 0.005824
2661 14 5.216219 36 36 35000 0 36000 36500 0.005807
2661 5 5.216219 42 42 41000 0 42000 42620 0.005793
2661 11 5.216219 33 33 32000 0 33000 33440 0.005822
2661 4 5.216219 31 31 30000 0 31000 31400 0.005821
2661 10 5.216219 37 37 36000 0 37000 37520 0.005782
2661 13 5.216219 33 33 32000 0 33000 33440 0.005834
2681 15 5.216482 33 33 32000 0 33000 33440 0.005805
2681 6 5.216482 32 32 31000 0 32000 32420 0.005822
2681 7 5.216482 30 30 29000 0 30000 30380 0.005847
2681 8 5.216482 39 39 38000 0 39000 39560 0.005792
2681 9 5.216482 43 43 42000 0 43000 43640 0.005801
2681 12 5.216482 36 36 35000 0 36000 36500 0.005822
2681 14 5.216482 37 37 36000 0 37000 37520 0.005806
2681 5 5.216482 43 43 42000 0 43000 43640 0.005792
2681 11 5.216482 34 34 33000 0 34000 34460 0.005820
2681 4 5.216482 32 32 31000 0 32000 32420 0.005819
2681 10 5.216482 38 38 37000 0 38000 38540 0.005781
2681 13 5.216482 34 34 33000 0 34000 34460 0.005832
2701 15 5.220458 34 34 33000 0 34000 34460 0.005807
2701 6 5.220458 33 33 32000 0 33000 33440 0.005824
2701 7 5.220458 31 31 30000 0 31000 31400 0.005848
2701 8 5.220458 40 40 39000 0 40000 40580 0.005795
2701 9 5.220458 44 44 43000 0 44000 44660 0.005804
2701 14 5.220458 38 38 37000 0 38000 38540 0.005808
2701 5 5.220458 44 44 43000 0 44000 44660 0.005795
2701 11 5.220458 35 35 34000 0 35000 35480 0.005822
2701 4 5.220458 33 33 32000 0 33000 33440 0.005821
2701 13 5.220458 35 35 34000 0 35000 35480 0.005834
2701 10 5.220458 39 39 38000 0 39000 39560 0.005784
2701 12 5.220458 37 37 36000 0 37000 37520 0.005824
2721 15 5.222790 35 35 34000 0 35000 35480 0.005808
2721 7 5.222790 32 32 31000 0 32000 32420 0.005847
2721 8 5.222790 41 41 40000 0 41000 41600 0.005796
2721 14 5.222790 39 39 38000 0 39000 39560 0.005809
2721 5 5.222790 45 45 36850 7150 45000 40500 0.005796
2721 4 5.222790 34 34 33000 0 34000 34460 0.005821
2721 13 5.222790 36 36 35000 0 36000 36500 0.005834
2721 10 5.222790 40 40 39000 0 40000 40580 0.005785
2721 12 5.222790 38 38 35965 1035 38000 34200 0.005824
2721 11 5.222790 36 36 34074 926 36000 32400 0.005822
2721 9 5.222790 45 45 38185 5815 45000 40500 0.005805
2721 6 5.222790 34 34 33000 0 34000 34460 0.005824
2741 9 5.222790 41 41 39005 11810 41000 36900 0.005810
2741 11 5.222790 33 33 34595 2331 33000 29700 0.005828
2741 15 5.224426 36 36 30834 4166 36000 32400 0.005808
2741 7 5.224426 33 33 32000 0 33000 33440 0.005846
2741 8 5.224426 42 42 35851 5149 42000 37800 0.005797
2741 14 5.224426 40 40 37539 1461 40000 36000 0.005809
2741 4 5.224426 35 35 33542 458 35000 31500 0.005821
2741 13 5.224426 37 37 35262 738 37000 33300 0.005833
2741 10 5.224426 41 41 40000 0 41000 41600 0.005786
2741 6 5.224426 35 35 34000 0 35000 35480 0.005823
2741 5 5.222790 41 41 35414 16736 41000 36900 0.005800
2741 12 5.222790 35 35 36066 2969 35000 31500 0.005831
2761 5 5.222790 37 37 34279 23457 37000 33300 0.005805
2761 9 5.222790 37 37 36063 16747 37000 33300 0.005816
2761 8 5.224426 38 38 34111 13038 38000 34200 0.005801
2761 6 5.225005 36 36 35000 0 36000 36500 0.005822
2761 10 5.225005 42 42 39492 1508 42000 37800 0.005786
2761 7 5.225005 34 34 33000 0 34000 34460 0.005844
2761 11 5.222790 30 30 35331 0 30000 31772 0.005837
2761 15 5.224426 33 33 33385 6781 33000 29700 0.005813
2761 14 5.224426 36 36 36158 5303 36000 32400 0.005815
2761 4 5.224426 32 32 33254 2204 32000 28800 0.005827
2761 13 5.224426 34 34 36459 1279 34000 34363 0.005840
2761 12 5.222790 32 32 33684 4285 32000 28800 0.005838
2781 4 5.224426 29 29 34204 0 29000 30724 0.005836
2781 14 5.224426 33 33 36509 4794 33000 29700 0.005822
2781 15 5.224426 30 30 36854 2927 30000 31078 0.005820
2781 10 5.225005 38 38 39744 3764 38000 34200 0.005790
2781 8 5.224426 35 35 35940 15098 35000 31500 0.005805
2781 5 5.222790 34 34 35901 24556 34000 30600 0.005810
2781 6 5.220373 37 37 34777 1223 37000 33300 0.005815
2781 7 5.220373 35 35 34000 0 35000 35480 0.005836
2781 11 5.220373 32 32 30000 0 32000 32200 0.005829
2781 13 5.220373 35 35 35279 0 35000 35761 0.005833
2781 9 5.222790 34 34 38181 15566 34000 30600 0.005822
2781 12 5.222790 29 29 31668 4617 29000 26100 0.005848
2801 9 5.222790 31 31 36966 12600 31000 27900 0.005830
2801 5 5.222790 31 31 35577 22979 31000 27900 0.005816
2801 8 5.224426 32 32 34432 15666 32000 28800 0.005810
2801 10 5.225005 35 35 41764 0 35000 37188 0.005794
2801 7 5.220757 36 36 35000 0 36000 36500 0.005834
2801 13 5.220757 36 36 35000 0 36000 36500 0.005831
2801 11 5.220757 33 33 32000 0 33000 33440 0.005827
2801 15 5.220757 32 32 32927 0 32000 32843 0.005812
2801 4 5.220757 31 31 29000 0 31000 31180 0.005826
2801 14 5.224426 30 30 36715 1079 30000 31235 0.005830
2801 6 5.220373 34 34 35753 2470 34000 30600 0.005821
2801 12 5.222790 27 27 33617 0 27000 28995 0.005857
2821 6 5.220373 31 31 36470 0 31000 32823 0.005829
2821 8 5.224426 29 29 38973 8693 29000 30125 0.005817
2821 5 5.222790 28 28 39113 14866 28000 25200 0.005824
2821 15 5.219802 33 33 32000 0 33000 33440 0.005808
2821 9 5.222790 28 28 38917 4683 28000 29715 0.005840
2821 10 5.219802 38 38 35000 0 38000 38100 0.005784
2821 7 5.219802 37 37 36000 0 37000 37520 0.005830
2821 11 5.219802 34 34 33000 0 34000 34460 0.005823
2821 14 5.219802 32 32 31079 0 32000 32437 0.005820
2821 12 5.219802 29 29 27000 0 29000 29140 0.005846
2821 4 5.219802 32 32 31000 0 32000 32420 0.005823
2821 13 5.219802 37 37 36000 0 37000 37520 0.005828
2841 5 5.222790 26 26 42783 83 26000 29348 0.005835
2841 6 5.219964 33 33 31000 0 33000 33220 0.005823
2841 8 5.219964 31 31 37693 0 31000 33092 0.005810
2841 15 5.219964 34 34 33000 0 34000 34460 0.005807
2841 9 5.219964 30 30 32683 0 30000 31190 0.005832
2841 10 5.219964 39 39 38000 0 39000 39560 0.005783
2841 11 5.219964 35 35 34000 0 35000 35480 0.005821
2841 14 5.219964 33 33 32000 0 33000 33440 0.005818
2841 12 5.219964 30 30 29000 0 30000 30380 0.005842
2841 4 5.219964 33 33 32000 0 33000 33440 0.005820
2841 13 5.219964 38 38 37000 0 38000 38540 0.005826
2841 7 5.219964 38 38 37000 0 38000 38540 0.005828
2861 5 5.225163 30 30 26083 0 30000 27000 0.005826
2861 6 5.225163 34 34 33000 0 34000 34460 0.005826
2861 8 5.225163 34 34 31000 0 34000 34020 0.005810
2861 15 5.225163 35 35 34000 0 35000 35480 0.005811
2861 9 5.225163 32 32 30000 0 32000 32200 0.005833
2861 10 5.225163 40 40 39000 0 40000 40580 0.005788
2861 11 5.225163 36 36 35000 0 36000 36500 0.005825
2861 14 5.225163 34 34 33000 0 34000 34460 0.005821
2861 12 5.225163 31 31 30000 0 31000 31400 0.005845
2861 4 5.225163 34 34 33000 0 34000 34460 0.005824
2861 13 5.225163 39 39 38000 0 39000 39560 0.005829
2861 7 5.225163 39 39 38000 0 39000 39560 0.005832
2881 6 5.232048 35 35 34000 0 35000 35480 0.005832
2881 9 5.232048 33 33 31999 1 33000 29700 0.005838
2881 8 5.232048 35 35 34000 0 35000 35480 0.005815
2881 15 5.232048 36 36 35000 0 36000 36500 0.005816
2881 10 5.232048 41 41 39824 176 41000 36900 0.005795
2881 11 5.232048 37 37 36000 0 37000 37520 0.005830
2881 14 5.232048 35 35 28688 5312 35000 31500 0.005826
2881 12 5.232048 32 32 31000 0 32000 32420 0.005849
2881 4 5.232048 35 35 34000 0 35000 35480 0.005829
2881 13 5.232048 40 40 38852 148 40000 36000 0.005835
2881 7 5.232048 40 40 35718 3282 40000 36000 0.005837
2881 5 5.225163 27 27 30000 0 27000 28200 0.005834
2901 8 5.235025 36 36 35000 0 36000 36500 0.005817
2901 4 5.235025 36 36 35000 0 36000 36500 0.005830
2901 5 5.235025 29 29 27000 0 29000 29140 0.005839
2901 12 5.235025 33 33 32000 0 33000 33440 0.005850
2901 11 5.235025 38 38 37000 0 38000 38540 0.005831
2901 15 5.235025 37 37 36000 0 37000 37520 0.005818
2901 6 5.235025 36 36 35000 0 36000 36500 0.005833
2901 9 5.232048 30 30 33001 0 30000 31260 0.005846
2901 10 5.232048 37 37 41176 0 37000 38658 0.005799
2901 14 5.232048 32 32 40312 0 32000 34468 0.005833
2901 13 5.232048 36 36 40148 0 36000 37632 0.005844
2901 7 5.232048 36 36 38925 4357 36000 32400 0.005845
2921 7 5.232048 33 33 40357 0 33000 35278 0.005855
2921 8 5.232255 37 37 36000 0 37000 37520 0.005812
2921 4 5.232255 37 37 36000 0 37000 37520 0.005825
2921 5 5.232255 30 30 29000 0 30000 30380 0.005834
2921 12 5.232255 34 34 33000 0 34000 34460 0.005844
2921 11 5.232255 39 39 38000 0 39000 39560 0.005826
2921 15 5.232255 38 38 37000 0 38000 38540 0.005813
2921 6 5.232255 37 37 36000 0 37000 37520 0.005828
2921 9 5.232255 32 32 30000 0 32000 32200 0.005840
2921 10 5.232255 39 39 37000 0 39000 39340 0.005797
2921 14 5.232255 35 35 32000 0 35000 35040 0.005827
2921 13 5.232255 38 38 36000 0 38000 38320 0.005839
2941 8 5.235412 38 38 36880 120 38000 34200 0.005814
2941 12 5.235412 35 35 34000 0 35000 35480 0.005845
2941 15 5.235412 39 39 38000 0 39000 39560 0.005815
2941 4 5.235412 38 38 33327 3673 38000 34200 0.005827
2941 5 5.235412 31 31 30000 0 31000 31400 0.005835
2941 11 5.235412 40 40 37357 1643 40000 36000 0.005828
2941 6 5.235412 38 38 35800 1200 38000 34200 0.005829
2941 9 5.235412 33 33 32000 0 33000 33440 0.005841
2941 10 5.235412 40 40 39000 0 40000 40580 0.005799
2941 14 5.235412 36 36 35000 0 36000 36500 0.005828
2941 13 5.235412 39 39 38000 0 39000 39560 0.005841
2941 7 5.235412 36 36 33000 0 36000 36060 0.005850
2961 6 5.235412 35 35 31304 7896 35000 31500 0.005834
2961 11 5.235412 36 36 35604 6039 36000 32400 0.005835
2961 4 5.235412 35 35 34676 6997 35000 31500 0.005832
2961 8 5.235412 35 35 36823 1297 35000 35234 0.005819
2961 12 5.238922 36 36 35000 0 36000 36500 0.005847
2961 15 5.238922 40 40 36056 2944 40000 36000 0.005818
2961 9 5.238922 34 34 31866 1134 34000 30600 0.005843
2961 10 5.238922 41 41 33412 6588 41000 36900 0.005802
2961 13 5.238922 40 40 37395 1605 40000 36000 0.005842
2961 7 5.238922 37 37 32421 3579 37000 33300 0.005851
2961 14 5.238922 37 37 36000 0 37000 37520 0.005830
2961 5 5.238922 32 32 31000 0 32000 32420 0.005836
2981 7 5.238922 34 34 34426 6153 34000 30600 0.005858
2981 10 5.238922 37 37 37879 9709 37000 33300 0.005806
2981 15 5.238922 36 36 34455 8489 36000 32400 0.005823
2981 4 5.235412 32 32 31873 10124 32000 28800 0.005838
2981 11 5.235412 33 33 32693 9346 33000 29700 0.005841
2981 6 5.235412 32 32 35986 6910 32000 28800 0.005841
2981 8 5.239518 36 36 36297 0 36000 36785 0.005822
2981 12 5.239518 37 37 30802 5198 37000 33300 0.005845
2981 14 5.239518 38 38 32136 4864 38000 34200 0.005829
2981 5 5.239518 33 33 32000 0 33000 33440 0.005834
2981 9 5.238922 31 31 35134 0 31000 32529 0.005850
2981 13 5.238922 36 36 33863 7742 36000 32400 0.005850
3001 5 5.239515 34 34 31253 1747 34000 30600 0.005833
3001 15 5.238922 33 33 39204 5285 33000 33712 0.005829
3001 6 5.235412 29 29 27846 11064 29000 26100 0.005848
3001 8 5.239515 37 37 29616 6384 37000 33300 0.005821
3001 9 5.239515 33 33 30856 144 33000 29700 0.005846
3001 7 5.238922 31 31 32896 7257 31000 27900 0.005866
3001 10 5.238922 34 34 36443 10266 34000 30600 0.005809
3001 4 5.235412 29 29 37175 4949 29000 30140 0.005847
3001 11 5.235412 30 30 36404 5942 30000 30686 0.005850
3001 12 5.239518 34 34 36468 5730 34000 30600 0.005851
3001 14 5.239518 35 35 33649 9215 35000 31500 0.005834
3001 13 5.238922 33 33 31783 11959 33000 29700 0.005857
3021 10 5.238922 31 31 38939 5327 31000 32055 0.005814
3021 6 5.235412 27 27 30577 9487 27000 24300 0.005855
3021 5 5.239515 31 31 32176 3571 31000 27900 0.005838
3021 11 5.236012 31 31 35942 0 31000 32707 0.005849
3021 4 5.236012 31 31 33949 0 31000 32268 0.005843
3021 15 5.236012 34 34 36403 1882 34000 34292 0.005825
3021 8 5.239515 34 34 30393 12991 34000 30600 0.005824
3021 9 5.239515 30 30 33144 0 30000 31291 0.005854
3021 7 5.238922 28 28 35442 2815 28000 29206 0.005879
3021 12 5.239518 31 31 34480 5250 31000 27900 0.005859
3021 14 5.239518 32 32 33499 10716 32000 28800 0.005839
3021 13 5.238922 30 30 32911 12048 30000 27000 0.005865
3041 12 5.239518 28 28 36250 0 28000 30375 0.005871
3041 5 5.239515 28 28 34571 0 28000 30005 0.005847
3041 6 5.235412 25 25 36487 0 25000 28027 0.005866
3041 10 5.233535 33 33 36327 0 33000 34391 0.005806
3041 11 5.233535 33 33 31000 0 33000 33220 0.005841
3041 4 5.233535 33 33 31000 0 33000 33220 0.005835
3041 15 5.233535 35 35 35882 0 35000 35894 0.005820
3041 9 5.233535 32 32 30000 0 32000 32200 0.005842
3041 7 5.233535 30 30 30815 0 30000 30779 0.005866
3041 8 5.239515 31 31 34427 12564 31000 27900 0.005829
3041 14 5.239518 29 29 32021 10695 29000 26100 0.005847
3041 13 5.238922 27 27 34651 7397 27000 27790 0.005878
3061 15 5.232524 36 36 35000 0 36000 36500 0.005817
3061 9 5.232524 33 33 32000 0 33000 33440 0.005838
3061 6 5.232524 29 29 25000 0 29000 26100 0.005848
3061 14 5.239518 27 27 39695 0 27000 30332 0.005856
3061 8 5.239515 28 28 43564 0 28000 31984 0.005839
3061 12 5.232524 31 31 28000 0 31000 27900 0.005853
3061 5 5.232524 31 31 28000 0 31000 27900 0.005831
3061 10 5.232524 35 35 33000 0 35000 35260 0.005802
3061 11 5.232524 34 34 33000 0 34000 34460 0.005837
